R0000100,R0536300,R0536401,R0536402,R1235800,T8122500,R1482600,S3659000,S3681000,S3697000,S3713000,S3729000,S3757000,S5041700,S6783100,S8689700,T1109400,T3186900,T4597800,T6231000,T7732100,T9133500
PUBID_1997,KEY!SEX_1997,KEY!BDATE_M_1997,KEY!BDATE_Y_1997,CV_SAMPLE_TYPE_1997,VERSION_R16_2013,KEY!RACE_ETHNICITY_1997,YEMP_OCCODE_2002_01_1997,YEMP_OCCODE_2002_01_1998,YEMP_OCCODE_2002_01_1999,YEMP_OCCODE_2002_01_2000,YEMP_OCCODE_2002_01_2001,YEMP_OCCODE_2002_01_2003,YEMP_OCCODE_2002_01_2004,YEMP_OCCODE_2002_01_2005,YEMP_OCCODE_2002_01_2006,YEMP_OCCODE_2002_01_2007,YEMP_OCCODE_2002_01_2008,YEMP_OCCODE_2002_01_2009,YEMP_OCCODE_2002_01_2010,YEMP_OCCODE_2002_01_2011,YEMP_OCCODE_2002_01_2013
4822,2,11,1983,1,429,4,-4,5260,-4,4150,-3,-3,4020,4110,4110,4110,5160,5340,4110,4110,4110
4823,2,3,1982,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4824,1,3,1981,1,-5,4,-4,5620,9600,9600,-5,-5,20,-5,-5,-5,-5,-5,-5,-5,-5
4825,2,12,1981,1,-5,4,4220,5700,5700,5700,5700,5700,-5,-5,-5,-5,3130,-5,-5,-5,-5
4826,1,4,1980,1,-5,4,5810,4020,7010,1000,2630,2200,1530,1530,1530,1530,1530,-5,-5,-5,-5
4827,1,7,1981,1,429,4,-4,5930,5930,1540,1540,1530,1760,1760,1760,1410,1410,1410,1410,1410,1540
4828,2,4,1981,1,429,4,-4,4110,4110,-4,9640,5610,9640,230,230,3130,3130,3130,3130,3130,3130
4829,2,7,1981,1,-5,4,-4,4250,5400,5400,5400,4110,-5,-5,-5,-5,5400,4110,-5,-5,-5
4830,1,10,1983,1,429,4,-4,-4,-4,4140,4140,1550,2200,2200,5860,2200,2200,1610,1640,1640,360
4831,1,12,1981,1,429,4,9990,4020,4050,9640,7810,4720,6260,4720,4720,4720,4720,4720,4720,-4,-4
4832,1,2,1983,1,429,4,-4,-4,4220,3950,5400,4720,4720,2000,2000,2000,2000,2000,130,230,230
4833,1,3,1980,1,429,4,-4,4130,5400,2340,5930,620,2340,2340,2200,2200,2200,2200,2200,2200,2310
4834,2,2,1980,1,429,4,-4,5820,3940,3940,3940,5620,5620,9620,7920,6240,6240,6240,6240,6240,4610
4835,1,5,1983,1,429,4,-4,-4,-4,-4,-4,-4,-4,-5,-5,-5,-4,-4,-4,-4,-4
4836,1,9,1981,1,429,4,-4,8960,4720,9130,8220,8220,-5,6230,6230,6230,-5,-5,-5,220,220
4837,2,3,1980,1,429,4,-4,5240,5240,4760,7750,5620,8960,2850,2310,2310,2310,5930,4800,4800,4800
4838,2,6,1982,1,429,4,-4,4140,3650,3650,3650,4620,2310,2330,2330,2330,2000,2000,2000,2000,2000
4839,1,3,1984,1,429,4,-4,-4,4250,9620,9620,9620,5860,5860,5400,9200,9200,9200,9200,9200,9200
4840,1,9,1983,1,-5,4,-4,-4,4760,9360,9360,430,-5,-5,8960,-5,-5,-5,-5,-5,-5
4841,2,5,1982,1,429,4,-4,4060,4060,3600,3600,3600,3600,-5,3600,3600,3600,3600,3600,3600,3600
4842,2,3,1984,1,429,4,-4,-4,4140,4050,4050,4110,4050,4010,1550,1430,1530,1530,1360,1360,1360
4843,2,6,1981,1,429,4,-4,4720,9620,9620,9620,9620,9600,9600,9600,5620,5620,5620,5620,5620,160
4844,1,2,1983,1,-5,4,-4,-4,-4,9620,5620,9620,9620,-5,9620,5620,9620,9620,-4,7750,-5
4845,1,3,1981,1,429,4,-4,5620,4030,9620,4030,-3,-3,-5,-3,-3,-3,-3,-3,-3,-3
4846,2,2,1983,1,429,4,-4,4720,4720,4030,9130,4230,4720,4040,9600,9600,3600,3600,-4,4610,4610
4847,1,8,1980,1,-5,4,6260,6260,6260,6260,-4,6200,6260,6260,-5,4950,4840,6250,6200,4760,-5
4848,1,1,1984,1,429,4,-4,-4,7260,9360,9360,6350,6350,6350,6350,6350,6350,6350,6350,6350,6350
4849,1,11,1982,1,429,4,-4,4720,4740,4740,7200,-5,-5,-5,-5,-5,-5,4850,4850,4850,4850
4850,2,5,1980,1,429,4,4110,4760,4720,4720,4700,4700,4700,4720,4720,4720,4700,4700,4700,4700,4700
4851,1,9,1984,1,429,4,-4,-4,-4,-4,4140,5620,5240,5240,4430,4430,4430,50,50,50,50
4852,2,10,1980,1,429,4,5820,4130,4150,4110,4110,4110,4110,4110,4110,4920,4920,4920,4430,4430,50
4853,1,5,1984,1,429,4,-4,-4,2720,3950,4620,3950,2010,5400,6260,7020,7020,7020,7020,5240,7430
4854,2,12,1982,1,-5,4,-4,-4,4150,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4855,2,8,1983,1,429,4,-4,4600,4720,5620,5620,4720,7750,4760,4760,4760,4700,2000,2000,4760,4760
4856,2,12,1981,1,429,2,-4,4020,4060,4720,4110,4610,4610,2340,2340,5400,430,430,430,4610,4610
4857,2,9,1984,1,429,2,-4,-4,-4,-4,-4,4600,4610,4610,5240,5240,5240,5240,-4,-4,-4
4858,2,11,1984,1,429,4,-4,-4,2720,2720,2720,4130,4010,5400,5400,1860,2150,2150,2100,2100,2100
4859,2,1,1981,1,-5,4,-4,4020,5620,4760,-5,4720,4720,-5,-5,-5,-5,-5,-5,-5,-5
4860,2,4,1980,1,429,4,4020,4720,9360,5260,5260,5260,5260,5260,-4,5260,5260,5260,5260,5260,5260
4861,1,6,1980,1,-5,4,-4,6260,4610,6260,9130,4760,4760,4760,-5,9130,6240,6240,6240,6240,-5
4862,2,4,1981,1,429,4,5930,-4,-4,4700,2540,8830,4720,4600,5160,5160,5000,5000,-4,520,5920
4863,1,11,1981,1,429,4,-4,-4,5820,5820,4720,5620,4010,4010,4010,5120,5110,5110,5110,4720,800
4864,1,7,1984,1,429,4,-4,-4,4140,4140,9360,-4,9130,6260,6260,-4,-4,-5,5120,5120,4850
4865,2,3,1982,1,429,4,-4,-4,4110,2540,3650,4110,-4,4110,4200,4200,5700,4110,4110,-4,-4
4866,1,2,1982,1,-5,4,-4,4130,4130,4720,2000,6260,2320,2320,2320,2320,2320,230,150,-5,-5
4867,2,3,1982,1,429,4,-4,-4,4600,-4,4220,4140,4230,8320,4110,8510,3600,3600,3600,3600,4140
4868,2,10,1981,1,429,4,-4,-4,4600,5240,4610,4610,4610,-4,-4,-4,-4,-4,-4,-4,4600
4869,1,2,1983,1,-5,4,-4,6050,6050,6050,6050,6050,7840,7840,7840,-5,8960,8960,8960,8960,-5
4870,1,8,1980,1,429,4,-4,9130,9130,9130,9130,4020,3600,7700,7700,3130,3130,3130,3130,2150,2150
4871,2,9,1981,1,429,4,-4,-4,-4,4960,2630,2630,5620,5620,2020,2020,2020,2020,2020,2020,4610
4872,1,12,1982,1,-5,4,6050,6130,6130,6130,4720,9620,-5,-5,-5,-5,-5,3800,-5,-5,-5
4873,2,9,1982,1,429,4,4720,4760,4760,4720,3600,7800,3500,3500,3500,3500,3500,3500,3500,3500,3500
4874,1,6,1984,1,429,4,-4,4220,4720,6050,6050,5510,9130,9130,9130,9130,9130,9130,9130,9130,4850
4875,2,12,1982,1,429,4,-4,-4,4720,-4,4060,4720,4700,5860,5860,3230,3230,3230,3230,3230,3230
4876,2,8,1982,1,429,4,-4,4600,4600,1010,4720,4340,4340,4340,4340,-4,-4,-4,-4,-4,-4
4877,2,6,1984,1,429,4,-4,-4,-4,-4,-3,-4,4720,4720,4720,4720,4720,5240,5240,5240,5240
4878,2,1,1982,1,429,4,-4,4720,4110,4720,4720,-4,2310,2340,2330,2330,2330,2330,2330,2330,2330
4879,2,12,1984,1,429,4,-4,-4,-4,-4,4220,4600,3600,3600,5700,-4,3320,3320,-5,3320,4600
4880,2,2,1983,1,-5,4,-4,4760,4600,-5,-5,4230,4720,4400,4400,4600,4600,4600,4400,4400,-5
4881,2,5,1983,1,429,4,-4,-4,-4,9360,9360,8830,4420,310,310,4030,4030,4030,4030,4030,4030
4882,2,8,1981,1,429,4,-4,2540,4110,5700,5700,-5,-5,-5,4600,4600,-5,-5,-5,-5,4600
4883,1,10,1982,1,-5,4,-4,-4,9130,6260,-5,-5,-4,-5,-5,-5,-5,-3,3740,3740,-5
4884,1,1,1980,1,429,4,4250,5860,4250,6230,2000,4700,9620,430,430,430,430,430,410,7340,9600
4885,2,1,1983,1,429,4,-4,-4,5400,9620,9620,4020,4020,4020,4720,4720,4720,4720,4720,4720,5300
4886,1,7,1984,1,-5,4,-4,-4,-4,-4,-4,9640,9640,9640,9640,430,430,430,430,430,-5
4887,1,4,1983,1,429,4,4950,4250,-4,9130,9130,9130,9130,3800,3800,4810,4810,4810,4810,20,4760
4889,1,8,1982,1,429,4,-4,4020,4020,4020,2750,2750,2750,2750,430,430,4840,4840,10,10,50
4890,1,9,1983,1,429,4,-4,-4,6420,430,430,6260,6260,6230,4760,6350,9840,-5,9840,9840,9840
4891,1,8,1982,1,429,4,-4,5700,4110,-4,-4,-4,-4,4110,4920,4920,4920,4920,4920,4920,4920
4892,1,8,1982,1,429,4,-4,-4,-5,-5,-5,4760,-5,-5,-5,-5,-5,-5,-5,9130,9130
4893,2,3,1980,1,-5,4,4720,-4,-4,-4,-4,-5,-5,-5,-5,4110,4350,-5,4350,4250,-5
4894,1,5,1980,1,429,4,-4,-5,9840,9840,9840,9640,4220,2340,9640,3800,4020,4010,4010,-4,7010
4895,2,12,1982,1,429,4,-4,4600,4720,4720,4960,-5,-5,7700,7700,5620,2010,2010,2010,3600,2020
4896,1,11,1982,1,-5,4,-4,6510,4130,3600,3600,-5,-5,4610,4610,-5,-5,3500,-5,-5,-5
4897,1,5,1984,1,429,4,-4,4950,4950,4030,4720,4250,-4,-4,-3,-3,-3,-3,-3,-3,5240
4898,2,5,1982,1,-5,4,-4,-4,4020,4050,-5,-5,4050,-5,4050,-5,4030,4030,-5,4030,-5
4899,2,11,1982,1,429,4,-4,4620,4140,4220,4720,4110,4600,2010,2010,2010,2010,2010,2010,2010,2010
4900,1,9,1980,1,429,4,4620,4110,2630,4700,5240,5240,5240,5240,2320,2320,2320,2320,2320,2320,2320
4901,2,7,1980,1,429,4,4600,-4,4230,4230,4610,-4,-4,-4,-4,3600,-4,-4,-4,-4,-4
4902,1,4,1983,1,429,4,-4,4220,-4,4140,4220,3800,4220,3920,3920,3920,3920,-4,-4,-4,-4
4903,2,3,1983,1,429,1,-4,-4,-4,-4,4230,3800,-4,4720,4720,-4,5700,5700,5700,5700,5700
4904,2,8,1981,1,429,4,-4,-4,-4,4050,4230,4250,4250,4250,4210,6420,6420,6420,6420,6420,4230
4905,2,4,1983,1,429,4,-4,4600,-4,4720,4720,4120,2630,5320,4150,8830,8830,4030,4600,4900,-4
4906,1,5,1983,1,429,4,-4,-4,-4,-4,6350,6350,6350,6350,6350,6350,6350,6350,6350,6350,6350
4907,1,5,1984,1,429,4,-4,-4,-4,-4,-4,4620,4220,9360,4760,4760,5240,5240,4720,4720,4720
4908,1,11,1980,1,429,4,-4,-4,7150,7150,-5,7150,4220,7210,7210,7210,7210,-4,7220,-4,7810
4909,1,8,1982,1,429,4,4230,-4,6260,6260,7200,7200,7150,7200,7200,-4,-4,7810,-4,6230,-4
4910,1,4,1984,1,429,4,-4,-4,-4,-4,-4,-4,-5,4020,4250,-4,-4,-5,-4,6260,6130
4911,1,2,1982,1,429,4,6050,-4,9360,6050,4250,5240,5240,5240,2310,2310,2310,2310,2310,2310,2330
4912,1,1,1984,1,429,4,-4,-4,6050,-4,9360,9130,9130,3920,3920,3920,3920,3920,3850,3850,3850
4913,1,2,1984,1,429,4,-4,9990,4720,4720,4720,4720,-5,4720,6260,-4,5240,5240,-5,4030,4020
4914,1,10,1983,1,429,4,-4,-5,-5,-4,4250,4140,9620,4720,6230,4760,4760,4760,4760,4020,4020
4915,2,7,1980,1,429,4,6050,6050,4110,4110,4110,310,310,310,310,20,4110,4110,4110,4110,4110
4916,1,10,1983,1,429,4,-4,6050,6050,6050,6050,6050,6050,6050,4760,6230,8960,8960,8960,8960,8960
4917,2,10,1981,1,429,4,-4,-4,5120,3600,3600,8800,8800,2800,2800,2800,2800,330,4700,-4,3400
4918,1,6,1981,1,429,4,6050,6050,6050,6050,6050,6050,6050,6050,6050,6050,6050,6050,6050,6050,6050
4919,1,2,1984,1,429,4,-4,6050,6050,6050,6050,6050,6050,8810,8650,8140,8140,8140,6050,6050,6440
4920,1,12,1984,1,-5,4,-4,-4,7200,7200,6050,6050,6260,6260,6260,6260,6520,6520,6520,6520,-5
4921,1,9,1981,1,429,4,6260,6260,6260,6260,6260,9600,9600,9600,7310,7310,7310,7310,7310,7310,7310
4922,1,11,1983,1,-5,4,-4,6260,6260,6260,6260,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4923,2,12,1983,1,429,4,-4,8860,8860,4720,4720,8640,4760,5700,5700,5700,-4,-4,-4,-4,-4
4924,2,2,1981,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4925,2,2,1983,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4926,2,11,1980,1,429,4,2720,3950,6420,6420,-4,4110,710,430,2720,2720,2310,2310,230,4760,4760
4927,1,3,1983,1,-5,4,-4,4020,9130,9130,9130,4250,9130,4760,4760,4760,4700,4700,4700,40,-5
4928,1,7,1980,1,-5,4,5620,9620,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4929,1,1,1982,1,429,4,-4,9610,-5,-5,-5,6330,6260,6260,6260,6260,9620,6660,6230,6230,-4
4930,1,8,1984,1,429,4,-4,-4,-4,9620,-5,8000,9600,9600,8740,1550,1550,8740,8740,8740,4620
4931,1,6,1982,1,429,4,-4,4720,4720,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760,4760
4932,1,4,1982,1,429,4,-4,4050,4050,4720,-3,9640,6350,6350,5620,5620,5620,-4,-4,-4,-4
4933,2,12,1981,1,-5,4,-4,4720,5620,3600,3600,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
4934,1,3,1984,1,429,4,-4,4020,4720,-4,-3,4720,4700,5610,1010,1020,1010,1010,1010,1020,1020
4935,2,12,1984,1,-5,4,-4,-4,-4,-4,4150,8760,8760,8760,8760,8760,2310,-5,-5,-5,-5
4936,1,11,1982,1,429,1,-4,-4,-4,-5,-5,9600,-5,9990,9990,9990,4140,4220,-4,-4,5620
4937,1,3,1983,1,429,1,-4,-4,-4,4020,-4,7750,-5,9640,9600,9600,5620,5620,5620,5620,9600
4938,2,9,1983,1,429,4,-4,-4,-4,4150,5860,6420,6420,4250,5260,5240,5240,2300,2300,2300,2550
4939,1,9,1981,1,-5,4,5930,5930,-5,9130,4760,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4940,1,12,1982,1,429,4,9620,9620,-5,-5,-5,-5,-5,9130,-5,9130,9130,9130,9130,9130,9130
4941,2,10,1984,1,429,4,-4,-4,4600,4600,4030,4060,2340,2340,2340,2200,1760,1760,1760,2850,2850
4942,1,1,1981,1,429,4,6230,4050,310,4010,4010,4060,4060,1110,1110,1110,1110,1110,1110,1110,1110
4943,1,11,1982,1,429,4,-4,6260,5620,5620,5620,4720,6260,6260,800,800,800,800,800,800,800
4944,2,7,1983,1,429,4,-4,3950,3950,4760,4050,4110,5240,5240,5330,5330,5330,4110,830,120,4960
4945,1,12,1980,1,-5,4,4130,4130,5240,4760,1040,4040,4040,-5,-5,-5,-5,-5,-5,-5,-5
4946,1,1,1983,1,-5,4,-4,4130,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4947,1,3,1983,1,429,4,-4,4140,4130,4020,4020,-5,-5,9620,6760,-4,9620,4250,4250,4250,4250
4948,1,8,1981,1,429,4,-4,9610,7310,8140,6260,6260,6260,6260,6260,8140,8140,7310,8140,8140,8140
4949,2,12,1983,1,-5,4,-4,-4,4110,4060,-3,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5
4950,1,9,1980,1,429,4,4720,7750,-4,9620,-3,5620,-5,5620,4700,-4,-5,-4,-4,-5,-4
4951,1,3,1983,1,429,4,-4,-4,-4,-4,4720,9620,9620,9620,9620,9620,9620,9620,9620,9620,620
4952,2,6,1984,1,429,4,-4,-4,-4,4720,4720,3650,3650,3650,3650,3650,3650,3650,3650,5930,5930
4953,1,2,1980,1,429,4,-4,4140,4030,4720,7850,8960,8960,9620,5620,9620,4020,4020,-4,-4,-4
4954,1,6,1982,1,429,4,-4,-4,-4,4430,4430,6600,-5,8030,-4,-4,9990,9990,9620,6230,8260
4955,2,6,1981,1,429,4,-4,4110,4760,4720,9720,5240,120,120,4820,4820,120,910,910,910,860
4956,2,10,1984,1,429,4,-4,-4,-4,4020,4020,-5,-5,5240,-4,-4,-4,-4,5930,-5,430
4957,1,5,1983,1,429,4,6050,-4,-4,6230,9620,9610,9610,9610,9610,9610,7730,6230,6230,6230,6230
4958,2,3,1984,1,429,4,-4,-4,4130,4130,4050,5120,5120,5120,5120,9620,9620,-4,4040,3600,-4
4959,2,12,1984,1,429,4,-4,-4,4720,-4,4720,8960,9620,7340,-4,9640,8960,4650,4650,4650,8140
4960,2,3,1980,1,429,4,4030,4720,4720,5700,9620,9620,4110,2540,2540,2600,2200,2200,3410,3060,3230
4961,2,12,1980,1,429,4,4140,4150,5310,5400,5400,-4,4110,4110,4110,4110,4110,4110,4110,310,4040
4962,2,8,1984,1,429,4,-4,-4,-4,-4,-4,5240,4760,4810,4810,4110,4040,4840,4810,4810,-4
4963,2,5,1980,1,429,4,4720,4720,5240,5820,4600,3410,4610,4020,5240,5240,5240,5240,5240,5240,4600
4964,2,12,1983,1,-5,4,-4,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4965,1,5,1982,1,429,4,9620,4140,4020,6220,4020,310,9620,9620,6260,9620,310,310,5610,4020,9620
4966,2,1,1984,1,429,4,-4,-4,-4,4120,4720,4720,3600,3600,3600,3600,3600,3600,3600,3600,3600
4967,2,7,1983,1,-5,4,-4,4150,4150,4150,4760,5400,5400,4610,4600,4600,5700,5700,5700,5700,-5
4968,2,7,1983,1,429,4,-4,4150,4150,4150,5820,5240,-4,-4,-3,3800,3800,3800,3800,3800,3800
4969,2,1,1983,1,429,4,-4,-4,4140,5240,5240,3600,3600,3600,3600,3600,3600,3600,3600,3600,3600
4970,1,2,1980,1,429,4,-4,2720,2720,2720,2720,6050,6050,6050,7610,7610,7610,5620,5620,5620,5600
4971,1,11,1983,1,429,4,-4,3920,3920,4130,4130,9130,4430,4140,9990,5810,2340,2340,4020,-5,4610
4972,1,2,1980,1,429,4,9620,9620,6260,6230,6230,6230,-5,8140,-5,8140,8140,8140,8140,8140,8140
4973,2,1,1980,1,429,4,1010,4110,4720,8710,8710,8710,8230,8230,8230,8230,8230,8230,5240,5240,2340
4974,2,6,1981,1,429,4,-4,4110,5620,9620,9620,4110,5930,8260,5840,9620,9620,-4,-4,4040,4040
4975,1,12,1983,1,429,4,-4,-4,-4,-4,4110,9620,9620,9620,9640,5620,5620,5620,5620,5620,5620
4976,2,6,1981,1,429,4,-4,-4,4720,5240,4600,2540,2540,2540,2540,2540,-4,-4,-4,-4,-4
4977,1,9,1984,1,429,4,-4,-4,9620,-4,5620,4130,8000,6230,8740,9620,9620,-4,-4,6230,9620
4978,2,5,1982,1,429,4,-4,-5,-5,-5,4030,-5,-5,-5,-5,-5,4030,-4,-4,-4,-4
4979,2,12,1984,1,429,4,-4,-4,-4,4030,4030,4030,4720,4720,4110,4110,4110,4110,4110,4110,4110
4980,1,2,1984,1,-5,4,-4,8210,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
4981,1,5,1984,1,-5,4,-4,-4,4430,4720,-5,-5,3920,-5,5410,-5,-5,4430,4250,6230,-5
4982,2,9,1981,1,429,4,-4,-4,3650,5700,3640,5700,5700,5310,3640,3640,3640,3640,3640,3640,3640
4983,1,6,1983,1,429,4,-4,6050,4720,4060,4720,-3,-3,-4,-3,-3,-3,-3,-3,-3,-3
4984,1,1,1981,1,429,4,-4,6600,6130,6130,6130,-5,-5,-5,-4,6130,6130,6130,6220,6320,4250
4985,2,1,1980,1,429,4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
4986,1,8,1981,1,429,4,4250,4230,4250,8960,8960,4250,4040,4040,-5,9620,9620,4800,4800,4800,620
4987,1,4,1983,1,429,4,4250,4720,5620,5620,5620,5620,4720,4760,5700,3130,3130,4760,-4,3110,3110
4988,2,6,1980,1,429,4,4230,7750,4720,4110,9130,-4,-4,-4,4110,4110,-4,4110,4110,9130,4110
4989,1,1,1982,1,429,4,4220,4020,4030,4140,9620,4140,4020,4020,4020,4020,4020,4020,-4,9620,8960
4990,2,1,1982,1,429,4,2720,2720,2720,2720,2720,3540,-4,-5,4620,230,230,3540,430,430,430
4991,2,7,1984,1,429,4,-4,-4,-4,4760,4760,5120,5120,5120,5120,5000,5120,5700,5120,5120,5700
4992,1,5,1981,1,429,4,4140,5600,8460,2920,2920,-5,-5,-5,7720,7120,7120,7120,1040,1040,4010
4993,2,11,1982,1,429,4,-4,4760,4760,4760,5540,2540,2540,2540,4010,2300,2540,2540,4040,4040,4110
4994,2,7,1984,1,429,4,-4,4600,4030,4030,4030,5850,4110,-4,4110,4110,4110,-4,4110,3260,3260
4995,2,5,1981,1,-5,4,-4,4220,4220,5400,4510,-5,-5,-5,-5,4510,4510,-5,-5,-5,-5
4996,2,7,1983,1,429,4,-4,-4,4230,4230,2540,-5,-5,-5,2540,-5,-5,-5,-4,-4,-4
4997,1,7,1983,1,429,4,-4,-4,4250,4250,6260,6320,6320,4430,6320,-5,-5,-5,6320,6320,6320
4998,2,5,1982,1,429,2,-4,4510,-4,5400,5400,4720,4720,310,310,310,310,310,310,310,310
4999,2,9,1983,1,429,2,-4,4720,4720,-4,4010,4110,4050,4050,4050,4050,4050,4050,4050,4050,4050
5000,1,2,1982,1,429,4,4250,4030,9620,7750,4220,4720,4720,-4,9360,-4,-4,-4,-4,-4,-4
5001,2,1,1983,1,429,4,-4,-4,-4,4720,4220,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
5002,1,2,1983,1,429,4,4140,4140,-4,9620,9620,4140,4020,4020,6440,6420,6420,6420,-4,-4,-4
5003,2,9,1984,1,429,4,-4,4230,4140,4230,4230,4230,-4,-4,4720,4720,-4,-4,-4,4600,4600
5004,1,2,1983,1,-5,4,4140,4140,4720,4220,6510,4020,4020,-5,-5,-5,-5,-5,-5,-5,-5
5005,2,6,1984,1,429,4,-4,4700,-4,4120,4720,5010,5010,4030,4720,4720,4720,4720,3410,4700,4700
5006,1,10,1983,1,-5,4,-4,4130,4720,4430,4720,5240,50,-5,-5,-5,-5,-5,-5,-5,-5
5007,2,10,1984,1,-5,4,-4,4030,4030,4030,4030,6050,4760,4020,4020,6050,6050,6050,6050,4250,-5
5008,2,11,1983,1,429,4,-4,2720,2720,2720,4600,9620,6050,6050,6050,6050,4430,4430,4430,4430,4430
5009,2,2,1980,1,429,4,9360,4620,4620,-5,-5,-5,-5,-5,8760,8640,8640,8830,7750,5620,5620
5010,1,3,1980,1,429,4,6050,6050,2540,4110,4110,5840,1000,1000,1000,1000,1000,1000,5010,5010,5010
5011,2,1,1981,1,429,4,9130,4760,4760,4110,4110,4110,3950,-5,-5,4920,-5,50,-5,-5,4700
5012,1,12,1980,1,429,4,9620,8530,8530,6420,6130,4620,6230,9620,5930,6350,6350,7310,8710,4720,4020
5013,1,9,1982,1,429,4,-4,5620,9620,4050,9640,4430,5620,4220,6350,6350,6350,7510,7510,7510,430
5014,1,6,1981,1,429,4,-4,4220,6440,9600,6130,6600,6600,6600,6600,6600,6600,6260,7750,6230,6440
5015,2,10,1983,1,429,4,-4,-4,-4,-4,7800,7800,7800,-5,7800,7800,4000,4110,4760,8260,4250
5016,2,5,1981,1,429,4,-4,4120,4120,4430,4430,4430,4430,4430,4720,5620,8810,8740,-4,-4,-4
5017,2,12,1981,1,429,4,5620,4140,6420,6050,6050,1000,1000,1000,1000,1000,1000,2540,2540,2540,2540
5018,2,10,1984,1,429,4,-4,-4,-4,4600,4600,4030,4140,4030,4030,4030,4020,4020,4020,4020,7800
5019,1,9,1981,1,-5,4,6050,6050,-5,7200,7210,7210,7340,7340,7340,7340,7340,7340,-5,-5,-5
5020,1,9,1981,1,429,2,5620,5620,4720,4050,4000,4020,8960,5610,5610,5610,7830,7830,4020,8960,8960
5021,2,1,1983,1,-5,4,-4,5800,4060,4060,9990,4760,4760,-5,-5,-5,430,-5,-5,-5,-5
5022,2,10,1983,1,429,4,-4,-4,4220,9620,9620,-4,4720,5300,4150,5300,4230,4720,4720,4720,4720
5023,1,11,1982,1,429,4,-4,9720,9620,4140,4020,4250,4700,4700,4700,4700,4010,4010,3920,4060,4030
5024,2,6,1982,1,429,4,-4,4220,4130,4110,4720,4720,4720,4110,2540,2540,2330,2330,2330,2330,2330
5025,2,11,1983,1,429,4,-4,-4,4900,4900,-4,4110,4130,-5,4600,4600,4600,4600,4600,2540,2300
5026,1,12,1983,1,429,2,-4,-4,-4,4720,5620,3850,9130,9130,9130,4220,1040,1040,2920,2630,2820
5027,2,12,1980,1,-5,4,4720,4720,4720,-5,-5,-5,4720,4220,9620,9620,9620,9620,-4,-5,-5
5028,1,9,1981,1,429,4,6050,6230,4720,4720,-5,9600,9600,9600,9600,8740,9600,9600,7700,7700,9600
5029,1,3,1983,1,429,4,4140,4140,5310,4060,4020,8960,9640,9620,9620,5600,7940,7940,7940,7940,7940
5030,1,3,1983,1,429,4,4220,4220,4220,4220,3950,9620,9620,4620,2310,9620,6230,6230,6230,4030,5700
5031,1,7,1981,1,429,4,9620,6050,4250,4250,1550,-5,1460,-5,-5,-5,-5,9000,1430,1430,1430
5032,2,9,1980,1,429,4,4220,3650,3650,3650,3650,8960,8960,8960,8960,8960,8960,8960,8960,8960,4050
5033,1,3,1982,1,429,4,6050,4050,4050,4220,4020,4020,4020,9600,9600,9600,5630,5240,7730,7730,7620
5034,1,2,1982,1,429,4,-4,2720,-5,-5,-5,-5,2020,2020,230,2040,2040,2040,2040,2040,2040
5035,2,11,1980,1,429,4,4110,4110,5810,4110,4110,4040,-5,4040,4040,4040,4620,4620,4620,4620,4620
5036,1,10,1980,1,-5,4,6050,-4,9130,8140,8140,-5,6050,6050,6050,6050,6050,6050,6050,6050,-5
5037,1,12,1981,1,429,4,4430,4720,8810,8810,8810,6230,-5,-5,-5,6230,6230,6230,6230,6230,140
5038,1,3,1981,1,429,4,4140,4250,4250,4250,4250,5020,9600,8650,-5,9620,9620,9620,9620,5300,5300
5039,2,11,1982,1,429,4,-4,4140,8800,4230,4110,-4,4020,4150,-4,-4,-4,4220,6050,4720,6050
5040,2,8,1982,1,-5,4,-4,-4,4110,4110,4110,4110,4110,-5,8330,-5,8330,8330,8330,8330,-5
5041,1,7,1984,1,429,4,-4,-4,4940,4940,-4,-4,4420,4760,310,2000,5700,350,350,430,430
5042,1,6,1980,1,-5,4,-4,3410,9610,2440,5400,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
5043,2,7,1984,1,429,2,-4,-4,-4,2630,2630,4110,4110,4760,-4,5510,5510,2910,2910,2910,2910
5044,1,1,1981,1,429,4,-4,5800,9840,5620,-5,5620,-5,5620,5620,5620,4620,-3,-3,4130,4010
